"collection","creator","date","description","format","identifier","language","mediatype","publisher","subject","title"
"digitallibraryindia,JaiGyan","Suri, Vijaylavanya","1948-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.324943 dc.contributor.author: Suri, Vijaylavanya dc.date.accessioned: 2015-08-12T14:33:49Z dc.date.available: 2015-08-12T14:33:49Z dc.date.copyright: 1948 dc.date.digitalpublicationdate: 2010/03 dc.date.citation: 1948 dc.identifier.barcode: 99999990003688 dc.identifier.origpath: /data6/upload/0137/847 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/324943 dc.description.scannerno: Banasthali University dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 320 dc.format.mimetype: application/pdf dc.language.iso: Gujarati dc.publisher.digitalrepublisher: Digital Library of India dc.publisher: Jain Dharma Satyaprakashak Samiti, Ahmedabad dc.source.library: Prakrit Bharati Academy, Jaipur dc.title: Shri Jain Satya Prakash 5 dc.type: Print - Paper dc.type: Book","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.324943","guj","texts","","Banasthali","Shri Jain Satya Prakash 5"
"digitallibraryindia,JaiGyan","Muni Chhaganlal","1941-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.258759 dc.contributor.author: Muni Chhaganlal dc.date.accessioned: 2015-07-19T22:00:17Z dc.date.available: 2015-07-19T22:00:17Z dc.date.digitalpublicationdate: 2012/01/25 dc.date.citation: 1941 dc.identifier.barcode: 99999990876780 dc.identifier.origpath: /data58/upload/0078/497 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/258759 dc.description.scanningcentre: C-DAC, Noida dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 322 dc.format.mimetype: application/pdf dc.language.iso: Gujarati dc.publisher.digitalrepublisher: Digital Library of India dc.rights: Not Available dc.source.library: Gujarati Vidyapith Library dc.subject.classification: Generalities dc.title: Jain Stuti Ane Bodh Sangrah. dc.type: Print-Paper dc.type: Book","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.258759","guj","texts","","C-DAC","Jain Stuti Ane Bodh Sangrah."
"digitallibraryindia,JaiGyan","Chandra, Shripal","1910-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.309284 dc.contributor.author: Chandra, Shripal dc.date.accessioned: 2015-08-10T13:09:19Z dc.date.available: 2015-08-10T13:09:19Z dc.date.copyright: 1910 dc.date.digitalpublicationdate: 2010/02 dc.date.citation: 1910 dc.identifier.barcode: 99999990309312 dc.identifier.origpath: /data14/upload/0000/142 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/309284 dc.description.scannerno: Banasthali University dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 766 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Bombay, Nirnay Sagar Press dc.source.library: Central Library, Jain Vishva Bharti University, Ladnun dc.title: 1882 Jain Sampraday Shiksha dc.type: Print - Paper dc.type: Book","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.309284","hin","texts","","Banasthali","1882 Jain Sampraday Shiksha"
"digitallibraryindia,JaiGyan","Puran Chand Nahar","1927-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.311650 dc.contributor.author: Puran Chand Nahar dc.date.accessioned: 2015-08-10T13:15:54Z dc.date.available: 2015-08-10T13:15:54Z dc.date.copyright: 1927 dc.date.digitalpublicationdate: 2011/07 dc.date.citation: 1927 dc.identifier.barcode: 99999990310958 dc.identifier.origpath: /data14/upload/0001/788 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/311650 dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 396 dc.format.mimetype: application/pdf dc.language.iso: Sanskrit dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Mumbay.nirnaya Press dc.source.library: Agarchand Bhairondan Sethiya Jain Parmarthik Sanstha, Bikaner dc.title: Jain Lak Sanghar-2 dc.type: Print - Paper","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.311650","san","texts","","Banasthali","Jain Lak Sanghar-2"
"digitallibraryindia,JaiGyan","Shri Hasthimal Ji","1969-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.402887 dc.contributor.author: Shri Hasthimal Ji dc.date.accessioned: 2015-09-10T14:53:37Z dc.date.available: 2015-09-10T14:53:37Z dc.date.copyright: 1969 dc.date.digitalpublicationdate: 2012/04/01 dc.date.citation: 1969 dc.identifier.barcode: 99999990294513 dc.identifier.origpath: /data9/upload/0292/445 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/402887 dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 1184 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Jaipur , Jain Itihas Samit Lal Bhawan dc.source.library: Acharya Shri Vinaychandra Gyan Bhandar, Jaipur dc.subject.classification: History dc.title: Jain Dharam Ka Molik Itihas Tarh Khand- 1 dc.type: Print - Paper dc.type: Book","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.402887","hin","texts","","Banasthali","Jain Dharam Ka Molik Itihas Tarh Khand- 1"
"digitallibraryindia,JaiGyan,fav-daksh010","Suri,somdeva","1915-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.407032 dc.contributor.author: Suri,somdeva dc.date.accessioned: 2015-09-10T16:25:34Z dc.date.available: 2015-09-10T16:25:34Z dc.date.copyright: 1915 dc.date.digitalpublicationdate: 2012/08 dc.date.citation: 1915 dc.identifier.barcode: 99999990293945 dc.identifier.origpath: /data9/upload/0291/877 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/407032 dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 310 dc.format.mimetype: application/pdf dc.language.iso: Sanskrit dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Kashi.,pannalal Jain Audumbarnami Mudralaya dc.source.library: Bharatiya Vidya Bhavan Library, Mumbai dc.subject.classification: Devotional dc.title: Sanatan Jain Granthmala Bhag-6 (shabdarnav Chandrika) dc.type: Print - Paper dc.type: Book","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.407032","san","texts","","Banasthali","Sanatan Jain Granthmala Bhag-6 (shabdarnav Chandrika)"
"digitallibraryindia,JaiGyan,fav-dawinder_singh,fav-lucke133","Jain Saagaramal","1982-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.475952 dc.contributor.author: जैन सागरमल dc.contributor.author: Jain Saagaramal dc.date.accessioned: 2015-09-23T14:18:56Z dc.date.available: 2015-09-23T14:18:56Z dc.date.copyright: 1982 dc.date.digitalpublicationdate: 2006/03/10 dc.date.citation: 1982 dc.identifier.barcode: 99999990150088 dc.identifier.origpath: /data1/upload/0005/185 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/475952 dc.description.scannerno: OS5000 dc.description.scanningcentre: C-DAC, Noida dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 166 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: Digital Library of India dc.publisher: Raajasthaan Praakrxt Bhaaratii Sansthaan, Jayapur dc.rights: Not Available dc.source.library: Bharatiya Gyanpeeth dc.subject.classification: RELIGION THEOLOGY dc.title: जैन बौद्ध और गीता का साधना मार्ग dc.title: Jain Bauddh Aur Giitaa Kaa Saadhanaa Maarg dc.type: Print - Paper dc.type: Book","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.475952","hin","texts","","C-DAC","Jain Bauddh Aur Giitaa Kaa Saadhanaa Maarg"
"digitallibraryindia,JaiGyan","Pramaand-asaagar","1996-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.476382 dc.contributor.author: Pramaand-asaagar dc.contributor.author: Pramaand-asaagar dc.date.accessioned: 2015-09-23T14:30:50Z dc.date.available: 2015-09-23T14:30:50Z dc.date.copyright: 1996 dc.date.digitalpublicationdate: 2006/03/08 dc.date.citation: 1996 dc.identifier.barcode: 99999990150095 dc.identifier.origpath: /data1/upload/0005/192 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/476382 dc.description.scannerno: OS5000 dc.description.scanningcentre: C-DAC, Noida dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 299 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: Digital Library of India dc.publisher: Shikshhaa Bhaaratii, Kashmiirii Geta, Dillii dc.rights: Not Available dc.source.library: Bharatiya Gyanpeeth dc.subject.classification: RELIGION THEOLOGY dc.title: Jain Dharm Aur Darshan dc.title: Jain Dharm Aur Darshan dc.type: Print - Paper dc.type: Book","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.476382","hin","texts","","C-DAC","Jain Dharm Aur Darshan"
"digitallibraryindia,JaiGyan,fav-alaxi,fav-ambekar_dinesh","Mahendra Kumar Nayacharya","1955-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.483339 dc.contributor.author: Mahendra Kumar Nayacharya dc.date.accessioned: 2015-09-23T16:48:11Z dc.date.available: 2015-09-23T16:48:11Z dc.date.digitalpublicationdate: 2004/08/15 dc.date.citation: 1955 dc.identifier.barcode: 05990010118851 dc.identifier.origpath: /rawdataupload/upload/0118/853 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/483339 dc.description.scanningcentre: IIIT, Allahabad dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 683 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.source.library: Hindustani Academy dc.subject.classification: Language. Linguistics. Literature dc.subject.classification: Literature dc.subject.classification: Literature. dc.title: Jain Darshan dc.type: Book","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.483339","hin","texts","","IIIT","Jain Darshan"
"digitallibraryindia,JaiGyan","Mahendra Kumar Munishri Ji Pratham","1971-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.493541 dc.contributor.author: Mahendra Kumar Munishri Ji Pratham dc.date.accessioned: 2015-09-23T19:55:54Z dc.date.available: 2015-09-23T19:55:54Z dc.date.digitalpublicationdate: 2006/03/14 dc.date.citation: 1971 dc.identifier.barcode: 01990160083344 dc.identifier.origpath: /data_copy/upload/0083/349 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/493541 dc.description.scanningcentre: Bharatiya Jnanpith, Delhi dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 174 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: digital library of india dc.publisher: Aatmaram And Sans Kashmiri Gate Delhi dc.source.library: Bharatiya Jnanpith dc.subject.classification: Litrature dc.subject.keywords: jain sahitya dc.title: Jain Geeta dc.type: print-paper","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.493541","hin","texts","","Other","Jain Geeta"
"digitallibraryindia,JaiGyan","Jain Pdt. Ugrsen","1970-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.493540 dc.contributor.author: Jain Pdt. Ugrsen dc.date.accessioned: 2015-09-23T19:55:54Z dc.date.available: 2015-09-23T19:55:54Z dc.date.digitalpublicationdate: 2006/03/14 dc.date.citation: 1970 dc.identifier.barcode: 01990160083343 dc.identifier.origpath: /data_copy/upload/0083/348 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/493540 dc.description.scanningcentre: Bharatiya Jnanpith, Delhi dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 144 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: digital library of india dc.publisher: A.v.v. Jain Parishad Pablishing House dc.source.library: Bharatiya Jnanpith dc.subject.classification: Litrature dc.subject.keywords: jain sahitya dc.title: Jain Dharm Sikshawali Pancham Bhag dc.type: print-paper","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.493540","hin","texts","","Other","Jain Dharm Sikshawali Pancham Bhag"
"digitallibraryindia,JaiGyan","Shri Nagaraja Ji","1960-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.400062 dc.contributor.author: Shri Nagaraja Ji dc.date.accessioned: 2015-09-10T13:45:48Z dc.date.available: 2015-09-10T13:45:48Z dc.date.copyright: 1960 dc.date.digitalpublicationdate: 2012/03/01 dc.date.citation: 1960 dc.identifier.barcode: 99999990000022 dc.identifier.origpath: /data9/upload/0280/297 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/400062 dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 497 dc.format.mimetype: application/pdf dc.language.iso: Gujarati dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Surat, Jain P. Fund dc.source.library: Acharya Shri Vinaychandra Gyan Bhandar, Jaipur dc.subject.classification: History dc.title: Shri Jain Guru Sahitiya Ratna Part -i dc.type: Print - Paper dc.type: Book","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.400062","guj","texts","","Banasthali","Shri Jain Guru Sahitiya Ratna Part -i"
"digitallibraryindia,JaiGyan,fav-daksh010","Shri Agarchand Ji","1946-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.400510 dc.contributor.author: Shri Agarchand Ji dc.date.accessioned: 2015-09-10T13:56:44Z dc.date.available: 2015-09-10T13:56:44Z dc.date.copyright: 1946 dc.date.digitalpublicationdate: 2012/02/01 dc.date.citation: 1946 dc.identifier.barcode: 99999990070857 dc.identifier.origpath: /data9/upload/0268/254 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/400510 dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 221 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Agra, Kusl Jain Printing Press dc.source.library: Acharya Shri Vinaychandra Gyan Bhandar, Jaipur dc.subject.classification: History dc.title: Pliwal Jain Iitihas dc.type: Print - Paper dc.type: Book","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.400510","hin","texts","","Banasthali","Pliwal Jain Iitihas"
"digitallibraryindia,JaiGyan,fav-dawinder_singh","Kailash Chandra","1960-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.400464 dc.contributor.author: Kailash Chandra dc.date.accessioned: 2015-09-10T13:55:45Z dc.date.available: 2015-09-10T13:55:45Z dc.date.copyright: 1960 dc.date.digitalpublicationdate: 2012/01/01 dc.date.citation: 1960 dc.identifier.barcode: 99999990070756 dc.identifier.origpath: /data9/upload/0268/153 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/400464 dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 223 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Kalkata Alipur Park Place Press dc.source.library: Acharya Shri Vinaychandra Gyan Bhandar, Jaipur dc.subject.classification: Literature dc.title: Dakshina Bharat Me Jain Dharma dc.type: Print - Paper dc.type: Book","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.400464","hin","texts","","Banasthali","Dakshina Bharat Me Jain Dharma"
"digitallibraryindia,JaiGyan","Madhukar Muni","1967-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.402704 dc.contributor.author: Madhukar Muni dc.date.accessioned: 2015-09-10T14:47:14Z dc.date.available: 2015-09-10T14:47:14Z dc.date.copyright: 1967 dc.date.digitalpublicationdate: 2012/04/01 dc.date.citation: 1967 dc.identifier.barcode: 99999990294348 dc.identifier.origpath: /data9/upload/0292/280 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/402704 dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 567 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Byawar, Esmarti Perkashan dc.source.library: Acharya Shri Vinaychandra Gyan Bhandar, Jaipur dc.subject.classification: Poetry dc.title: Jain Shrikrishan Katha dc.type: Print - Paper dc.type: Book","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.402704","hin","texts","","Banasthali","Jain Shrikrishan Katha"
"digitallibraryindia,JaiGyan","Lunawat, Narendrakumar","1974-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.404319 dc.contributor.author: Lunawat, Narendrakumar dc.date.accessioned: 2015-09-10T15:23:14Z dc.date.available: 2015-09-10T15:23:14Z dc.date.copyright: 1974 dc.date.digitalpublicationdate: 2011/03 dc.date.citation: 1974 dc.identifier.barcode: 99999990063762 dc.identifier.origpath: /data9/upload/0261/330 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/404319 dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 90 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Jaipur, Atmanand Sabha Bhavan (raj) dc.source.library: Shri Jain Swetamber Khartargacch Sangh, Jaipur dc.subject.classification: Devotional dc.title: Shri Jain Swetamber Tapagacch Sangh Jaipur Ka Mukh Patra Manibhadra Pushpa-16 dc.type: Print - Paper","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.404319","hin","texts","","Banasthali","Shri Jain Swetamber Tapagacch Sangh Jaipur Ka Mukh Patra Manibhadra Pushpa-16"
